timestamp,cpu_usage,memory_usage,temperature,battery_level,battery_drain,battery_charging,upload_speed_kbps,download_speed_kbps,screen_on,brightness
2026-02-28 12:54:08,73,75,33.6,78,-503.0,0,32.081356,339.18243,1,29
2026-02-28 12:54:12,75,75,33.6,78,-316.0,0,39.503506,112.59926,1,29
2026-02-28 12:54:16,41,74,33.6,78,-209.0,0,3.485607,1.6527003,1,29
2026-02-28 12:54:20,44,75,33.7,77,-225.0,0,0.63339347,0.58069164,1,29
2026-02-28 12:54:24,41,75,33.7,77,-397.0,0,2.5410085,6.60633,1,29
2026-02-28 12:54:28,41,75,33.7,77,-430.0,0,21.97096,3.4441266,1,29
2026-02-28 12:54:32,35,75,33.7,77,-190.0,0,1.1858954,0.5138393,1,29
2026-02-28 12:54:36,98,75,33.7,77,-1134.0,0,19.228306,24.215984,1,29
2026-02-28 12:54:40,58,75,33.7,77,-421.0,0,29.490635,43.320335,1,29
2026-02-28 12:54:44,65,76,33.7,77,-532.0,0,23.809998,168.26591,1,29
2026-02-28 12:54:48,60,76,33.7,77,-372.0,0,10.375248,140.66975,1,29
2026-02-28 12:54:52,53,77,33.7,77,-372.0,0,17.967093,180.02895,1,29
2026-02-28 12:54:56,87,72,33.7,77,-940.0,0,14.330842,212.23286,1,29
2026-02-28 12:55:00,75,73,33.7,77,-831.0,0,65.40214,1741.523,1,29
2026-02-28 12:55:04,58,74,33.7,77,-716.0,0,42.468163,35.256172,1,29
2026-02-28 12:55:08,41,74,33.7,77,-312.0,0,38.976227,62.609917,1,29
2026-02-28 12:55:12,52,74,33.7,77,-597.0,0,76.42505,35.334248,1,29
2026-02-28 12:55:16,47,74,33.7,77,-904.0,0,74.52127,31.79113,1,29
2026-02-28 12:55:20,45,74,34.1,77,-210.0,0,1.3385494,1.3297975,1,29
2026-02-28 12:55:24,42,74,34.1,77,-196.0,0,115.605484,18.155838,1,29
2026-02-28 12:55:28,63,74,34.1,77,-345.0,0,9.468167,6.956279,1,29
2026-02-28 12:55:32,49,73,34.1,77,-576.0,0,9.22753,20.949448,1,29
2026-02-28 12:55:36,63,74,34.1,77,-458.0,0,16.326439,49.388107,1,29
2026-02-28 12:55:40,94,75,34.1,77,-385.0,0,20.4191,241.64621,1,29
2026-02-28 12:55:44,29,75,34.1,77,-243.0,0,19.767536,565.6192,1,29
2026-02-28 12:55:48,35,74,34.1,77,-181.0,0,0.28915387,0.2723878,1,29
2026-02-28 12:55:52,35,73,34.1,77,-192.0,0,6.994947,34.981754,1,29
2026-02-28 12:55:56,32,73,34.1,77,-226.0,0,10.942588,395.0864,1,29
2026-02-28 12:56:00,48,73,34.1,77,-190.0,0,0.025245465,0.073308945,1,29
2026-02-28 12:56:04,41,73,34.1,77,-226.0,0,11.908779,2.9410796,1,29
2026-02-28 12:56:08,52,73,34.1,77,-231.0,0,1.5193677,19.083132,1,29
2026-02-28 12:56:12,45,73,34.1,77,-250.0,0,0.0,0.0,1,29
2026-02-28 12:56:16,42,73,34.1,77,-277.0,0,2.6349175,2.9644952,1,29
2026-02-28 12:56:20,35,74,34.3,77,-293.0,0,15.6647215,54.196312,1,29
2026-02-28 12:56:25,47,73,34.3,77,-226.0,0,14.363919,159.62111,1,29
2026-02-28 12:56:29,47,73,34.3,77,-958.0,0,21.864014,113.0348,1,29
2026-02-28 12:56:33,96,77,34.3,77,-671.0,0,15.97737,460.77762,1,29
2026-02-28 12:56:37,49,74,34.3,77,-460.0,0,5.6753564,11.893031,1,29
2026-02-28 12:56:41,60,74,34.3,77,-199.0,0,3.0217423,98.26312,1,29
2026-02-28 12:56:45,43,74,34.3,77,-304.0,0,7.264033,254.89323,1,29
2026-02-28 12:56:49,55,74,34.3,77,-343.0,0,13.490167,204.00829,1,29
2026-02-28 12:56:53,44,74,34.3,77,-270.0,0,3.8494337,53.93918,1,29
2026-02-28 12:56:57,89,73,34.3,77,-344.0,0,2.555375,0.8369843,1,29
2026-02-28 12:57:01,29,73,34.3,77,-167.0,0,11.469209,112.068016,1,29
2026-02-28 12:57:05,55,75,34.3,77,-165.0,0,3.79642,59.589264,1,29
2026-02-28 12:57:09,45,74,34.3,77,-230.0,0,4.5369973,67.36771,1,29
2026-02-28 12:57:13,45,74,34.3,77,-180.0,0,2.3607337,6.975446,1,29
2026-02-28 12:57:17,41,72,34.3,77,-219.0,0,16.309761,417.92914,1,29
2026-02-28 12:57:21,41,72,34.1,77,-217.0,0,0.6015586,0.19841732,1,29
2026-02-28 12:57:25,35,72,34.1,77,-192.0,0,0.69938076,0.30991977,1,29
2026-02-28 12:57:29,47,72,34.1,77,-218.0,0,3.965164,0.46815845,1,29
2026-02-28 12:57:33,41,72,34.1,77,-741.0,0,9.736995,315.3006,1,29
2026-02-28 12:57:37,41,72,34.1,77,-312.0,0,14.7300005,121.373886,1,29
2026-02-28 12:57:41,49,72,34.1,77,-209.0,0,0.6395231,0.25600392,1,29
2026-02-28 12:57:45,33,73,34.1,77,-248.0,0,5.0038176,113.93058,1,29
2026-02-28 12:57:49,35,73,34.1,77,-221.0,0,11.3177185,108.84158,1,29
2026-02-28 12:57:53,41,73,34.1,77,-240.0,0,3.0275133,39.486977,1,29
2026-02-28 12:57:57,45,73,34.1,77,-336.0,0,2.5962331,12.081348,1,29
2026-02-28 12:58:01,47,73,34.1,77,-182.0,0,12.548403,130.10999,1,29
2026-02-28 12:58:05,44,73,34.1,77,-330.0,0,4.4571004,25.98497,1,29
2026-02-28 12:58:09,44,73,34.1,77,-237.0,0,1.564441,0.5742915,1,29
2026-02-28 12:58:13,50,73,34.1,77,-186.0,0,13.38672,128.38277,1,29
2026-02-28 12:58:17,47,73,34.1,77,-221.0,0,3.3139606,61.89074,1,29
2026-02-28 12:58:21,55,72,33.5,76,-394.0,0,2.6807454,0.8610864,1,29
2026-02-28 12:58:25,41,73,33.5,76,-193.0,0,11.81828,122.6288,1,29
2026-02-28 12:58:29,46,73,33.5,76,-197.0,0,3.0671494,55.9113,1,29
2026-02-28 12:58:33,48,72,33.5,76,-234.0,0,1.9796304,0.3355718,1,29
2026-02-28 12:58:37,45,73,33.5,76,-170.0,0,2.6447153,55.650005,1,29
2026-02-28 12:58:41,44,73,33.5,76,-238.0,0,1.2172493,0.4018716,1,29
2026-02-28 12:58:45,100,73,33.5,76,-221.0,0,4.5200686,18.072975,1,29
2026-02-28 12:58:49,44,73,33.5,76,-248.0,0,12.491153,89.64032,1,29
2026-02-28 12:58:53,41,73,33.5,76,-269.0,0,14.557583,186.62036,1,29
2026-02-28 12:58:57,41,74,33.5,76,-248.0,0,2.583847,4.427197,1,29
2026-02-28 12:59:01,45,74,33.5,76,-277.0,0,4.2833433,47.608818,1,29
2026-02-28 12:59:05,49,74,33.5,76,-249.0,0,14.464802,121.24686,1,29
2026-02-28 12:59:09,44,73,33.5,76,-461.0,0,12.859041,112.916245,1,29
2026-02-28 12:59:13,46,73,33.5,76,-201.0,0,3.8821583,140.24635,1,29
2026-02-28 12:59:17,41,73,33.5,76,-209.0,0,14.377399,210.19847,1,29
2026-02-28 12:59:21,42,73,33.6,76,-254.0,0,12.844618,135.68213,1,29
2026-02-28 12:59:25,44,74,33.6,76,-226.0,0,3.637489,112.04563,1,29
2026-02-28 12:59:29,58,74,33.6,76,-493.0,0,2.5234356,23.983955,1,29
2026-02-28 12:59:34,44,72,33.6,76,-274.0,0,3.2158124,13.520682,1,29
2026-02-28 12:59:38,44,72,33.6,76,-239.0,0,2.0605543,1.106787,1,29
2026-02-28 12:59:42,41,71,33.6,76,-234.0,0,2.875758,46.187035,1,29
2026-02-28 12:59:46,48,72,33.6,76,-181.0,0,13.114326,122.06544,1,29
2026-02-28 12:59:50,63,72,33.6,76,-233.0,0,2.5823197,0.75615025,1,29
2026-02-28 12:59:54,41,72,33.6,76,-201.0,0,14.234367,180.25291,1,29
2026-02-28 12:59:58,41,72,33.6,76,-206.0,0,0.80732733,0.2522746,1,29
2026-02-28 13:00:02,41,73,33.6,76,-232.0,0,1.0509742,0.38248095,1,29
2026-02-28 13:00:06,61,73,33.6,76,-190.0,0,3.0691617,78.21952,1,29
2026-02-28 13:00:10,47,73,33.6,76,-196.0,0,9.878183,72.98668,1,29
2026-02-28 13:00:14,100,73,33.6,76,-406.0,0,8.980831,134.29689,1,29
2026-02-28 13:00:18,85,75,33.6,76,-1153.0,0,112.441795,137.0744,1,29
2026-02-28 13:00:22,52,74,33.4,76,-1195.0,0,32.68122,175.43185,1,29
2026-02-28 13:00:26,49,74,33.4,76,-569.0,0,13.711835,46.801662,1,29
2026-02-28 13:00:30,50,73,33.4,76,-326.0,0,6.0769033,2.287334,1,29
2026-02-28 13:00:34,41,74,33.4,76,-522.0,0,9.575867,284.02844,1,29
2026-02-28 13:00:38,36,73,33.4,76,-281.0,0,3.2607174,1.0008671,1,29
2026-02-28 13:00:42,39,73,33.4,76,-179.0,0,0.4971151,0.34778696,1,29
2026-02-28 13:00:46,55,74,33.4,76,-182.0,0,10.009887,62.615204,1,29
2026-02-28 13:00:50,51,74,33.4,76,-358.0,0,43.392403,1360.9562,1,29
2026-02-28 13:00:54,41,74,33.4,76,-211.0,0,16.971546,445.99112,1,29
2026-02-28 13:00:58,41,73,33.4,76,-192.0,0,12.951755,63.746582,1,29
2026-02-28 13:01:02,52,74,33.4,76,-556.0,0,28.576231,84.409775,1,29
2026-02-28 13:01:06,53,75,33.4,76,-575.0,0,15.254404,322.2162,1,29
2026-02-28 13:01:10,55,74,33.4,76,-682.0,0,2.732134,35.733078,1,29
2026-02-28 13:01:14,49,74,33.4,76,-535.0,0,2.3517864,68.3545,1,29
2026-02-28 13:01:18,54,75,33.4,76,-388.0,0,5.053729,166.34065,1,29
2026-02-28 13:01:22,49,75,33.4,76,-306.0,0,0.3272264,0.38765243,1,29
2026-02-28 13:01:26,62,75,33.4,76,-311.0,0,2.4695132,65.72341,1,29
2026-02-28 13:01:30,52,75,33.4,76,-363.0,0,1.5172334,33.598415,1,29
2026-02-28 13:01:34,62,75,33.4,76,-357.0,0,1.48994,17.57569,1,29
2026-02-28 13:01:38,49,75,33.4,76,-286.0,0,5.2231965,124.121635,1,29
2026-02-28 13:01:42,52,75,33.4,76,-509.0,0,1.1636416,9.328864,1,29
2026-02-28 13:01:46,52,76,33.4,76,-295.0,0,0.6388681,0.29898247,1,29
2026-02-28 13:01:50,64,75,33.4,76,-512.0,0,2.0072842,79.146736,1,29
2026-02-28 13:01:54,60,75,33.4,76,-382.0,0,0.34729263,1.8127457,1,29
2026-02-28 13:01:58,49,76,33.4,76,-304.0,0,0.614584,0.20729727,1,29
2026-02-28 13:02:02,62,75,33.4,76,-412.0,0,8.028489,71.88,1,29
2026-02-28 13:02:06,52,75,33.4,76,-354.0,0,10.719855,30.100605,1,29
2026-02-28 13:02:10,53,77,33.4,76,-506.0,0,16.144583,366.5878,1,29
2026-02-28 13:02:14,52,76,33.4,76,-409.0,0,5.991646,191.11638,1,29
2026-02-28 13:02:18,49,74,33.4,76,-611.0,0,5.9692626,210.78668,1,29
2026-02-28 13:02:22,55,75,33.5,75,-331.0,0,5.856695,76.84534,1,29
2026-02-28 13:02:26,49,75,33.5,75,-305.0,0,2.1865556,57.19852,1,29
2026-02-28 13:02:30,53,75,33.5,75,-224.0,0,2.0093668,51.725185,1,29
2026-02-28 13:02:34,49,74,33.5,75,-225.0,0,1.2248946,0.55060726,1,29
2026-02-28 13:02:38,49,74,33.5,75,-326.0,0,0.92515165,9.913767,1,29
2026-02-28 13:02:42,49,75,33.5,75,-269.0,0,5.0102115,210.96187,1,29
2026-02-28 13:02:46,52,74,33.5,75,-261.0,0,3.4997349,23.456266,1,29
2026-02-28 13:02:50,63,74,33.5,75,-483.0,0,3.7490938,45.560005,1,29
2026-02-28 13:02:54,49,75,33.5,75,-280.0,0,7.067222,223.0228,1,29
2026-02-28 13:02:58,53,75,33.5,75,-250.0,0,6.2824955,211.53285,1,29
2026-02-28 13:03:02,94,76,33.5,75,-647.0,0,15.967259,344.27362,1,29
2026-02-28 13:03:06,54,76,33.5,75,-425.0,0,15.168394,315.3498,1,29
2026-02-28 13:03:10,83,74,33.5,75,-448.0,0,2.9447978,54.99312,1,29
2026-02-28 13:03:14,77,75,33.5,75,-464.0,0,2.8190413,32.4654,1,29
2026-02-28 13:03:18,50,75,33.5,75,-307.0,0,0.833538,0.9448876,1,29
2026-02-28 13:03:22,48,74,33.6,75,-336.0,0,3.5949738,64.395584,1,29
2026-02-28 13:03:26,51,74,33.6,75,-232.0,0,0.8058399,14.300688,1,29
2026-02-28 13:03:30,56,75,33.6,75,-405.0,0,3.5565236,49.488476,1,29
2026-02-28 13:03:34,63,74,33.6,75,-498.0,0,3.4386687,64.37836,1,29
2026-02-28 13:03:38,72,74,33.6,75,-520.0,0,11.232783,342.39978,1,29
2026-02-28 13:03:42,83,75,33.6,75,-1103.0,0,37.705013,1748.3481,1,29
2026-02-28 13:03:46,49,74,33.6,75,-435.0,0,8.084485,289.32523,1,29
2026-02-28 13:03:50,57,74,33.6,75,-405.0,0,1.3806826,43.012356,1,29
2026-02-28 13:03:54,49,74,33.6,75,-370.0,0,6.5766907,228.42012,1,29
2026-02-28 13:03:58,71,74,33.6,75,-613.0,0,2.6676471,98.15402,1,29
2026-02-28 13:04:02,53,74,33.6,75,-364.0,0,6.266175,5.7809386,1,29
2026-02-28 13:04:06,55,74,33.6,75,-468.0,0,6.3590684,88.56684,1,29
2026-02-28 13:04:10,49,75,33.6,75,-485.0,0,4.5555053,136.79741,1,29
2026-02-28 13:04:14,93,75,33.6,75,-481.0,0,0.12575649,0.11113364,1,29
2026-02-28 13:04:18,52,75,33.6,75,-386.0,0,6.5997114,244.6961,1,29
2026-02-28 13:04:22,88,75,33.7,74,-629.0,0,8.905616,301.49228,1,29
2026-02-28 13:04:26,49,76,33.7,74,-375.0,0,15.417924,577.46075,1,29
2026-02-28 13:04:31,67,76,33.7,74,-351.0,0,6.1195817,248.86508,1,29
2026-02-28 13:04:35,34,72,33.8,74,-857.0,0,1.8806249,0.6685585,0,29
2026-02-28 13:04:39,24,71,33.9,74,-52.0,0,0.79539466,0.0,0,29
2026-02-28 13:04:43,37,72,33.9,74,-57.0,0,0.39924955,0.04796809,0,29
2026-02-28 13:04:47,24,72,33.9,74,-27.0,0,0.08714985,0.0,0,29
2026-02-28 13:04:51,24,72,33.9,74,-40.0,0,1.1377498,0.0,0,29
2026-02-28 13:04:55,24,72,33.9,74,-32.0,0,0.072517015,0.0,0,29
2026-02-28 13:04:59,24,72,33.9,74,-29.0,0,0.0,0.0,0,29
2026-02-28 13:05:03,24,72,33.9,74,-44.0,0,0.0125758415,0.0125758415,0,29
2026-02-28 13:05:07,24,71,33.9,74,-61.0,0,0.0,0.32422942,0,29
2026-02-28 13:05:11,100,73,33.9,74,-62.0,0,5.5778327,4.200865,1,29
2026-02-28 13:05:15,100,74,33.9,74,-554.0,0,22.044115,358.63434,1,29
2026-02-28 13:05:19,60,73,33.9,74,-478.0,0,3.4697638,106.539185,1,29
2026-02-28 13:05:23,50,73,33.9,74,-325.0,0,0.35126045,0.50228786,1,29
2026-02-28 13:05:27,64,74,33.9,74,-774.0,0,29.504854,746.5289,1,29
2026-02-28 13:05:31,63,74,33.9,74,-536.0,0,8.527136,307.26877,1,29
2026-02-28 13:05:35,54,75,33.9,74,-422.0,0,5.600128,98.85941,1,29
2026-02-28 13:05:39,52,74,33.9,74,-329.0,0,2.713567,63.34353,1,29
2026-02-28 13:05:43,53,74,33.9,74,-418.0,0,2.28595,0.7082573,1,29
2026-02-28 13:05:47,52,74,33.9,74,-397.0,0,1.3336692,0.2024254,1,29
2026-02-28 13:05:51,52,74,33.9,74,-471.0,0,1.59892,2.5645125,1,29
2026-02-28 13:05:55,49,74,33.9,74,-436.0,0,2.6739154,53.521183,1,29
2026-02-28 13:05:59,82,75,33.9,74,-670.0,0,11.072743,256.13196,1,29
2026-02-28 13:06:03,85,75,33.9,74,-251.0,0,2.696395,35.59797,1,29
2026-02-28 13:06:07,49,73,33.9,74,-361.0,0,18.732931,189.8825,1,29
2026-02-28 13:06:11,49,73,33.7,74,-345.0,0,13.171073,141.57288,1,29
2026-02-28 13:06:15,49,74,34.2,74,-229.0,0,5.1261616,17.078518,1,29
2026-02-28 13:06:19,52,74,34.2,74,-326.0,0,6.103455,208.60463,1,29
2026-02-28 13:06:23,57,75,34.2,74,-474.0,0,8.556745,168.2113,1,29
2026-02-28 13:06:27,63,75,34.2,74,-336.0,0,2.2207232,75.61304,1,29
2026-02-28 13:06:31,49,76,34.2,74,-302.0,0,1.7415689,0.07392306,1,29
2026-02-28 13:06:35,68,75,34.2,74,-498.0,0,12.016523,52.309433,1,29
2026-02-28 13:06:39,73,76,34.2,74,-1149.0,0,31.738281,258.19815,1,29
2026-02-28 13:06:43,75,76,34.2,74,-357.0,0,12.293227,115.732285,1,29
2026-02-28 13:06:47,49,74,34.2,74,-1233.0,0,13.718924,22.105513,1,29
2026-02-28 13:06:51,100,75,34.2,74,-402.0,0,1.2633425,30.73175,1,29
2026-02-28 13:06:55,61,74,34.2,74,-447.0,0,6.7095213,55.50677,1,29
2026-02-28 13:06:59,57,74,34.2,74,-448.0,0,7.782066,157.13185,1,29
2026-02-28 13:07:03,53,73,34.2,74,-410.0,0,2.3667624,39.340202,1,29
2026-02-28 13:07:07,55,73,34.2,74,-376.0,0,13.561909,282.501,1,29
2026-02-28 13:07:11,53,74,34.9,74,-386.0,0,1.1202462,1.4887098,1,29
2026-02-28 13:07:15,49,73,34.9,74,-358.0,0,1.4251678,29.703127,1,29
2026-02-28 13:07:19,49,73,34.9,74,-345.0,0,12.908349,323.66388,1,29
2026-02-28 13:07:23,66,75,34.9,74,-354.0,0,5.6575875,71.81434,1,29
2026-02-28 13:07:27,95,74,34.9,74,-614.0,0,7.822941,253.80258,1,29
2026-02-28 13:07:31,49,74,34.9,74,-369.0,0,6.029847,227.05028,1,29
2026-02-28 13:07:35,50,74,34.9,74,-333.0,0,3.9293852,75.738625,1,29
2026-02-28 13:07:39,61,73,34.9,74,-455.0,0,1.0422833,22.597977,1,29
2026-02-28 13:07:43,68,74,34.9,74,-446.0,0,6.2982187,147.2812,1,29
2026-02-28 13:07:47,61,74,34.9,74,-385.0,0,7.073506,222.90428,1,29
2026-02-28 13:07:51,51,74,34.9,74,-629.0,0,5.1486382,138.94672,1,29
2026-02-28 13:07:55,52,74,34.9,74,-487.0,0,8.792471,364.34326,1,29
2026-02-28 13:07:59,89,75,34.9,74,-1172.0,0,1.6698974,26.727613,1,29
2026-02-28 13:08:03,91,76,34.9,74,-755.0,0,38.032837,116.70178,1,29
2026-02-28 13:08:07,81,76,34.9,74,-260.0,0,15.000584,176.74368,1,29
2026-02-28 13:08:11,66,76,34.9,73,-483.0,0,0.59413415,1.5464463,1,29
2026-02-28 13:08:15,58,77,34.9,73,-982.0,0,13.784358,263.01205,1,29
2026-02-28 13:08:19,89,74,34.9,73,-1115.0,0,13.233409,146.29779,1,29
2026-02-28 13:08:23,93,72,34.9,73,-437.0,0,10.444655,20.634735,1,29
2026-02-28 13:08:27,81,72,34.9,73,-826.0,0,1.3925464,25.874638,1,29
2026-02-28 13:08:31,49,73,34.9,73,-494.0,0,8.971026,121.519554,1,29
2026-02-28 13:08:35,63,73,34.9,73,-624.0,0,2.3919232,95.39313,1,29
2026-02-28 13:08:39,63,73,34.9,73,-323.0,0,0.689682,0.25181186,1,29
2026-02-28 13:08:43,52,72,34.9,73,-509.0,0,4.6116395,87.42384,1,29
2026-02-28 13:08:47,57,72,34.9,73,-497.0,0,4.3970876,161.47464,1,29
2026-02-28 13:08:51,52,73,34.9,73,-498.0,0,6.6516895,77.75188,1,29
2026-02-28 13:08:55,58,74,34.9,73,-626.0,0,11.663212,347.1223,1,29
2026-02-28 13:08:59,71,73,34.9,73,-453.0,0,2.2846546,52.93997,1,29
2026-02-28 13:09:04,60,74,34.9,73,-435.0,0,3.000852,69.59111,1,29
2026-02-28 13:09:08,61,73,34.9,73,-282.0,0,15.372151,63.999557,1,29
2026-02-28 13:09:12,49,73,35.3,73,-301.0,0,1.5401326,2.331275,1,29
2026-02-28 13:09:16,59,74,35.3,73,-583.0,0,2.7308345,4.4191456,1,29
2026-02-28 13:09:20,67,73,35.3,73,-598.0,0,4.7050343,173.64084,1,29
2026-02-28 13:09:24,61,74,35.3,73,-528.0,0,2.6358178,83.47235,1,29
2026-02-28 13:09:28,49,74,35.3,73,-417.0,0,8.071861,268.41635,1,29
2026-02-28 13:09:32,49,73,35.3,73,-420.0,0,4.355809,126.95312,1,29
2026-02-28 13:09:36,49,73,35.3,73,-324.0,0,4.826341,165.59282,1,29
2026-02-28 13:09:40,53,73,35.3,73,-453.0,0,0.99038523,19.534887,1,29
2026-02-28 13:09:44,49,72,35.3,73,-602.0,0,1.384133,58.976242,1,29
2026-02-28 13:09:48,58,73,35.3,73,-464.0,0,1.098239,0.55166453,1,29
2026-02-28 13:09:52,59,74,35.3,73,-448.0,0,3.9639525,110.42411,1,29
2026-02-28 13:09:56,52,74,35.3,73,-345.0,0,2.8089256,32.39042,1,29
2026-02-28 13:10:00,49,74,35.3,73,-357.0,0,3.781805,90.43407,1,29
2026-02-28 13:10:04,58,74,35.3,73,-633.0,0,2.5759912,14.267946,1,29
2026-02-28 13:10:08,69,75,35.3,73,-321.0,0,17.701445,398.99268,1,29
2026-02-28 13:10:12,55,74,35.8,72,-383.0,0,1.9421989,60.595924,1,29
2026-02-28 13:10:16,49,74,35.8,72,-308.0,0,0.7985407,0.8107173,1,29
2026-02-28 13:10:20,55,74,35.8,72,-308.0,0,1.237691,89.40303,1,29
2026-02-28 13:10:24,55,74,35.8,72,-321.0,0,0.3345091,0.672905,1,29
2026-02-28 13:10:28,71,75,35.8,72,-292.0,0,15.314949,36.669327,1,29
2026-02-28 13:10:32,69,77,35.8,72,-1034.0,0,40.027355,375.71167,1,29
2026-02-28 13:10:36,55,77,35.8,72,-264.0,0,13.91802,13.1011,1,29
2026-02-28 13:10:40,49,76,35.8,72,-608.0,0,13.980711,107.87675,1,29
2026-02-28 13:10:44,55,76,35.8,72,-305.0,0,0.3837104,0.86700046,1,29
2026-02-28 13:10:48,69,74,35.8,72,-310.0,0,2.734957,25.396202,1,29
2026-02-28 13:10:52,52,74,35.8,72,-343.0,0,1.7593238,20.882494,1,29
2026-02-28 13:10:56,52,75,35.8,72,-373.0,0,0.8105566,0.10588352,1,29
2026-02-28 13:11:00,49,74,35.8,72,-386.0,0,0.43313503,0.94953716,1,29
2026-02-28 13:11:04,49,74,35.8,72,-344.0,0,1.3899391,23.885223,1,29
2026-02-28 13:11:08,49,74,35.8,72,-273.0,0,2.9747634,0.55991536,1,29
2026-02-28 13:11:12,49,75,36.1,72,-352.0,0,1.2432964,10.027488,1,29
2026-02-28 13:11:16,49,75,36.1,72,-305.0,0,0.60201055,0.57424796,1,29
2026-02-28 13:11:20,52,72,36.1,72,-344.0,0,0.80215025,0.11814239,1,29
2026-02-28 13:11:24,49,72,36.1,72,-311.0,0,1.7003388,3.1162326,1,29
2026-02-28 13:11:28,52,72,36.1,72,-460.0,0,1.1222309,63.790558,1,29
2026-02-28 13:11:32,52,72,36.1,72,-312.0,0,0.0,0.0,1,29
2026-02-28 13:11:36,52,72,36.1,72,-337.0,0,1.1611595,37.274002,1,29
2026-02-28 13:11:40,73,70,36.1,72,-556.0,0,4.031944,3.9600842,1,29
